PWS ID,PWS Name,Contaminant,MCL,Location Has a Full Set of Results,Average Above MCL,Average Result,Facility ID,Facility Name,Sample Point ID,Sample Point Name,PWS Size,Facility Water Type,Sample Point Type,EPA Region,State
CA1910024,GSWC - CLAREMONT,PFOA,0.0040 æg/L,Y,Y,0.0074,91802,Indian Hill Blending Reservoir,1910024802,Indian Hill TP Effluent EP,L,MX,EP,Region 9,CA
CA1910024,GSWC - CLAREMONT,PFOA,0.0040 æg/L,Y,Y,0.0065,91812,College Well 1,1910024812,College Well 1 EP,L,GW,EP,Region 9,CA
CA1910024,GSWC - CLAREMONT,PFOS,0.0040 æg/L,Y,Y,0.0052,91812,College Well 1,1910024812,College Well 1 EP,L,GW,EP,Region 9,CA
CA1910026,"COMPTON-CITY, WATER DEPT.",PFOS,0.0040 æg/L,Y,Y,0.016,91801,Well 18,1910026801,EP #26 - Well 18 Treated,L,GW,EP,Region 9,CA
CA1910028,CRESCENTA VALLEY CWD,PFOA,0.0040 æg/L,Y,Y,0.0046,91015,Glenwood Plant,1910028015,Glenwood Plant Eff.,L,GW,EP,Region 9,CA
CA1910049,"HUNTINGTON PARK-CITY, WATER DEPT.",PFOA,0.0040 æg/L,Y,Y,0.0051,004,Well  12,1910049004,EP #19- Well 12 Treated,L,GW,EP,Region 9,CA
CA1910049,"HUNTINGTON PARK-CITY, WATER DEPT.",PFOS,0.0040 æg/L,Y,Y,0.022,004,Well  12,1910049004,EP #19- Well 12 Treated,L,GW,EP,Region 9,CA
CA1910084,MAYWOOD MUTUAL WATER CO. #1,PFOS,0.0040 æg/L,Y,Y,0.011,20001,Well #4 Treatment,EP001,Sample Tap Well #4 POE @ Booster Station,S,GW,EP,Region 9,CA
CA1910084,MAYWOOD MUTUAL WATER CO. #1,PFOS,0.0040 æg/L,Y,Y,0.0046,20003,Well #3,EP003,Sample Tap Well #3 POE,S,GW,EP,Region 9,CA
CA1910086,MAYWOOD MUTUAL WATER CO. #3,PFOS,0.0040 æg/L,Y,Y,0.014,10002,Plant #3,EP03,Plant #3 @ 4810 East 52nd Place,S,GW,EP,Region 9,CA
CA1910091,MONTEBELLO LAND & WATER CO.,PFOS,0.0040 æg/L,Y,Y,0.044,91801,Well 14,1910091801,Well 14 Treated,L,GW,EP,Region 9,CA
CA1910091,MONTEBELLO LAND & WATER CO.,PFOA,0.0040 æg/L,Y,Y,0.014,91803,Well 11A,1910091803,Well 11A Treated,L,GW,EP,Region 9,CA
CA1910091,MONTEBELLO LAND & WATER CO.,PFOS,0.0040 æg/L,Y,Y,0.041,91803,Well 11A,1910091803,Well 11A Treated,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOA,0.0040 æg/L,Y,Y,0.013,91006,Well 5A,1910125006,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOS,0.0040 æg/L,Y,Y,0.026,91006,Well 5A,1910125006,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOA,0.0040 æg/L,Y,Y,0.012,91009,Well 8,1910125009,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOS,0.0040 æg/L,Y,Y,0.021,91009,Well 8,1910125009,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOA,0.0040 æg/L,Y,Y,0.011,91011,Well 10,1910125011,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOS,0.0040 æg/L,Y,Y,0.017,91011,Well 10,1910125011,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOA,0.0040 æg/L,Y,Y,0.011,91019,Well 11,1910125019,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910125,PICO WD,PFOS,0.0040 æg/L,Y,Y,0.014,91019,Well 11,1910125019,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910126,"POMONA - CITY, WATER DEPT.",PFOA,0.0040 æg/L,Y,Y,0.0065,93811,Well 27,1910126074,W27-T,L,GW,EP,Region 9,CA
CA1910126,"POMONA - CITY, WATER DEPT.",PFOS,0.0040 æg/L,Y,Y,0.015,93811,Well 27,1910126074,W27-T,L,GW,EP,Region 9,CA
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,PFOA,0.0040 æg/L,Y,Y,0.0074,004,Well 4,EP004,Well 4 EP,S,GW,EP,Region 9,CA
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,PFOS,0.0040 æg/L,Y,Y,0.013,004,Well 4,EP004,Well 4 EP,S,GW,EP,Region 9,CA
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,PFOS,0.0040 æg/L,Y,Y,0.017,007,Well 7,EP007,Well 7 EP,S,GW,EP,Region 9,CA
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",PFOA,0.0040 æg/L,Y,Y,0.0072,91801,Park Reservoir,1910152801,EP #21 - Park Reservoir Eff.,L,GW,EP,Region 9,CA
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",PFOS,0.0040 æg/L,Y,Y,0.021,91801,Park Reservoir,1910152801,EP #21 - Park Reservoir Eff.,L,GW,EP,Region 9,CA
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",PFOA,0.0040 æg/L,Y,Y,0.0091,91806,Wells 24 & 25,1910152806,EP #23 - Hawkins Reservoir,L,GW,EP,Region 9,CA
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",PFOS,0.0040 æg/L,Y,Y,0.024,91806,Wells 24 & 25,1910152806,EP #23 - Hawkins Reservoir,L,GW,EP,Region 9,CA
CA1910160,TRACT 349 MUTUAL WATER CO.,PFOA,0.0040 æg/L,Y,Y,0.0079,003,Well 3,EP003,Well 3 Post Chlorination,S,GW,EP,Region 9,CA
CA1910160,TRACT 349 MUTUAL WATER CO.,PFOS,0.0040 æg/L,Y,Y,0.035,003,Well 3,EP003,Well 3 Post Chlorination,S,GW,EP,Region 9,CA
CA1910161,LIBERTY UTILITIES - LYNWOOD,PFOA,0.0040 æg/L,Y,Y,0.0048,91802,Well 4B,1910161802,EP #17 - Well 4B Treated,L,GW,EP,Region 9,CA
CA1910161,LIBERTY UTILITIES - LYNWOOD,PFOS,0.0040 æg/L,Y,Y,0.017,91802,Well 4B,1910161802,EP #17 - Well 4B Treated,L,GW,EP,Region 9,CA
CA1910174,Suburban Water Systems - Whittier,PFOA,0.0040 æg/L,Y,Y,0.0063,91823,Plant 224 (CA Domestic Water),1910174823,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910174,Suburban Water Systems - Whittier,PFOS,0.0040 æg/L,Y,Y,0.013,91823,Plant 224 (CA Domestic Water),1910174823,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,PFOA,0.0040 æg/L,Y,Y,0.016,91803,Well 46C,1910211803,EP #41 - Well 46C Treated,L,GW,EP,Region 9,CA
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,PFOS,0.0040 æg/L,Y,Y,0.05,91803,Well 46C,1910211803,EP #41 - Well 46C Treated,L,GW,EP,Region 9,CA
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,PFOA,0.0040 æg/L,Y,Y,0.015,91804,Well 41A,1910211804,EP #40 - Well 41A Treated,L,GW,EP,Region 9,CA
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,PFOS,0.0040 æg/L,Y,Y,0.042,91804,Well 41A,1910211804,EP #40 - Well 41A Treated,L,GW,EP,Region 9,CA
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,PFOS,0.0040 æg/L,Y,Y,0.027,91805,Well 40D,1910211805,EP #39 - Well 40D Treated,L,GW,EP,Region 9,CA
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,PFOA,0.0040 æg/L,Y,Y,0.014,91807,Well 28B,1910211807,EP #37 - Well 28B Treated,L,GW,EP,Region 9,CA
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,PFOS,0.0040 æg/L,Y,Y,0.055,91807,Well 28B,1910211807,EP #37 - Well 28B Treated,L,GW,EP,Region 9,CA
CA1910212,GSWC-SOUTH ARCADIA,PFOS,0.0040 æg/L,Y,Y,0.0072,91817,Persimmon Well 1,1910212817,Persimmon 1 EP,L,GW,EP,Region 9,CA
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,PFOA,0.0040 æg/L,Y,Y,0.014,91803,Well E-15,1910240803,Well E-15 Treated,L,GW,EP,Region 9,CA
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,PFOS,0.0040 æg/L,Y,Y,0.007,91803,Well E-15,1910240803,Well E-15 Treated,L,GW,EP,Region 9,CA
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,PFOA,0.0040 æg/L,Y,Y,0.013,91828,Well E-17,1910240828,Well E-17 Treated,L,GW,EP,Region 9,CA
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,PFOS,0.0040 æg/L,Y,Y,0.0052,91828,Well E-17,1910240828,Well E-17 Treated,L,GW,EP,Region 9,CA
CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",PFOA,0.0040 æg/L,Y,Y,0.0056,91803,Whittier Intertie,1910245803,WQPP,L,GW,EP,Region 9,CA
CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",PFOS,0.0040 æg/L,Y,Y,0.011,91803,Whittier Intertie,1910245803,WQPP,L,GW,EP,Region 9,CA
CA2310003,"UKIAH, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0041,91805,Ranney Collector TP,2310003805,HSPS DSEP,L,SW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,Hazard Index (HI),1 (unitless),Y,Y,3,91805,Well 18,2410001805,EP #29 - Well 18 Treated,L,GW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,PFHxS,0.01 æg/L,Y,Y,0.03,91805,Well 18,2410001805,EP #29 - Well 18 Treated,L,GW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,PFOA,0.0040 æg/L,Y,Y,0.017,91805,Well 18,2410001805,EP #29 - Well 18 Treated,L,GW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,PFOS,0.0040 æg/L,Y,Y,0.023,91805,Well 18,2410001805,EP #29 - Well 18 Treated,L,GW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,Hazard Index (HI),1 (unitless),Y,Y,2,91807,Well 16,2410001807,EP #27 - Well 16 Treated,L,GW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,PFHxS,0.01 æg/L,Y,Y,0.02,91807,Well 16,2410001807,EP #27 - Well 16 Treated,L,GW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,PFOA,0.0040 æg/L,Y,Y,0.01,91807,Well 16,2410001807,EP #27 - Well 16 Treated,L,GW,EP,Region 9,CA
CA2410001,CITY OF ATWATER,PFOS,0.0040 æg/L,Y,Y,0.012,91807,Well 16,2410001807,EP #27 - Well 16 Treated,L,GW,EP,Region 9,CA
CA2410009,CITY OF MERCED,PFOS,0.0040 æg/L,Y,Y,0.0069,91816,Well 2B,2410009816,EP #28 - Well 2B Treated,L,GW,EP,Region 9,CA
CA2410009,CITY OF MERCED,PFOS,0.0040 æg/L,Y,Y,0.0045,91817,Well 2A,2410009817,EP #27 - Well 2A Treated,L,GW,EP,Region 9,CA
CA2710004,CAL AM WATER COMPANY - MONTEREY,PFOA,0.0040 æg/L,Y,Y,0.007,80007,Well-Playa 03,2710004067,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA2710004,CAL AM WATER COMPANY - MONTEREY,PFOS,0.0040 æg/L,Y,Y,0.0061,80007,Well-Playa 03,2710004067,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3010003,CITY OF BUENA PARK,PFOS,0.0040 æg/L,Y,Y,0.0061,91816,Linden Well,3010003816,EP #28 - EP-BPLIND-01,L,GW,EP,Region 9,CA
CA3010062,CITY OF GARDEN GROVE,PFOA,0.0040 æg/L,Y,Y,0.0067,91806,Well 26,3010062806,EP #48 - EP-GG26-01,L,GW,EP,Region 9,CA
CA3010062,CITY OF GARDEN GROVE,PFOS,0.0040 æg/L,Y,Y,0.013,91806,Well 26,3010062806,EP #48 - EP-GG26-01,L,GW,EP,Region 9,CA
CA3310025,"NORCO, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.011,90001,Well #12,3310025001,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310025,"NORCO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.022,90001,Well #12,3310025001,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310025,"NORCO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.011,90002,Well #13,3310025002,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310026,NUEVO WATER COMPANY,PFOA,0.0040 æg/L,Y,Y,0.0058,20001,Blendline 3310026-013,EP1,Sample Tap,S,SW,EP,Region 9,CA
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.0083,38027,Well 122,99122,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0065,38027,Well 122,99122,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.011,39000,Well #102,EP102,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.014,39000,Well #102,EP102,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.0048,39005,Well #211,EP211,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0065,39005,Well #211,EP211,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3410010,Cal Am - Suburban Rosemont,PFOA,0.0040 æg/L,Y,Y,0.0041,91809,Mars Way Well,3410010809,EP #36 - Mars Way Well Treated,L,GW,EP,Region 9,CA
CA3410010,Cal Am - Suburban Rosemont,PFOS,0.0040 æg/L,Y,Y,0.012,91821,Countryside Way,3410010821,EP #24 - Countryside Way Treated,L,GW,EP,Region 9,CA
CA3410017,CALAM - PARKWAY,PFOS,0.0040 æg/L,Y,Y,0.013,91805,Southgate Well,3410017805,EP #37 - Southgate Well Treated,L,GW,EP,Region 9,CA
CA3410020,CITY OF SACRAMENTO MAIN,Hazard Index (HI),1 (unitless),Y,Y,2,91822,Well 133,3410020822,Well 133 Treated,L,GW,EP,Region 9,CA
CA3410020,CITY OF SACRAMENTO MAIN,PFHxS,0.01 æg/L,Y,Y,0.02,91822,Well 133,3410020822,Well 133 Treated,L,GW,EP,Region 9,CA
CA3410020,CITY OF SACRAMENTO MAIN,PFOA,0.0040 æg/L,Y,Y,0.016,91822,Well 133,3410020822,Well 133 Treated,L,GW,EP,Region 9,CA
CA3410020,CITY OF SACRAMENTO MAIN,PFOS,0.0040 æg/L,Y,Y,0.039,91822,Well 133,3410020822,Well 133 Treated,L,GW,EP,Region 9,CA
CA3410020,CITY OF SACRAMENTO MAIN,PFOS,0.0040 æg/L,Y,Y,0.0076,91826,Well 139,3410020826,Well 139 Treated,L,GW,EP,Region 9,CA
CA3410029,SCWA - LAGUNA/VINEYARD,PFOA,0.0040 æg/L,Y,Y,0.0097,91802,Well 42 (Banyan),3410029802,EP #84 - Well 42 Treated,L,GW,EP,Region 9,CA
CA3410029,SCWA - LAGUNA/VINEYARD,PFOS,0.0040 æg/L,Y,Y,0.015,91802,Well 42 (Banyan),3410029802,EP #84 - Well 42 Treated,L,GW,EP,Region 9,CA
CA3410029,SCWA - LAGUNA/VINEYARD,PFOA,0.0040 æg/L,Y,Y,0.0068,91803,Well 43 (Duck Slough),3410029803,EP #83 - Well 43 Treated,L,GW,EP,Region 9,CA
CA3410029,SCWA - LAGUNA/VINEYARD,PFOA,0.0040 æg/L,Y,Y,0.0078,91806,Well 47 (Feather Creek),3410029806,EP #80 - Well 47 Treated,L,GW,EP,Region 9,CA
CA3410029,SCWA - LAGUNA/VINEYARD,PFOS,0.0040 æg/L,Y,Y,0.0071,91806,Well 47 (Feather Creek),3410029806,EP #80 - Well 47 Treated,L,GW,EP,Region 9,CA
CA3410029,SCWA - LAGUNA/VINEYARD,PFOA,0.0040 æg/L,Y,Y,0.006,91810,Well 52 (Big Horn North),3410029810,EP #76 - Well 52 Treated,L,GW,EP,Region 9,CA
CA3410029,SCWA - LAGUNA/VINEYARD,PFOS,0.0040 æg/L,Y,Y,0.0045,91810,Well 52 (Big Horn North),3410029810,EP #76 - Well 52 Treated,L,GW,EP,Region 9,CA
CA3410045,CALAM - ARDEN,PFOA,0.0040 æg/L,Y,Y,0.0053,10004,Wyda Well,EP004,Wyda EPDS Sample Tap,S,GW,EP,Region 9,CA
CA3610005,LAKE ARROWHEAD CSD,PFOA,0.0040 æg/L,Y,Y,0.0098,10002,Bernina TP,EP002,Bernina Blended,S,MX,EP,Region 9,CA
CA3610005,LAKE ARROWHEAD CSD,PFOS,0.0040 æg/L,Y,Y,0.0046,10002,Bernina TP,EP002,Bernina Blended,S,MX,EP,Region 9,CA
CA3610005,LAKE ARROWHEAD CSD,PFOA,0.0040 æg/L,Y,Y,0.012,10004,Cedar Glen TP,EP004,Cedar Glen TP Finished,S,SW,EP,Region 9,CA
CA3610005,LAKE ARROWHEAD CSD,PFOS,0.0040 æg/L,Y,Y,0.0059,10004,Cedar Glen TP,EP004,Cedar Glen TP Finished,S,SW,EP,Region 9,CA
CA3610014,"COLTON, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.012,91808,Well 23,3610014808,EP #21 - Well 23 Treated,L,GW,EP,Region 9,CA
CA3610014,"COLTON, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0044,91812,Well 30,3610014812,EP #17 - Well 30 Treated,L,GW,EP,Region 9,CA
CA3610024,HESPERIA WD,PFOA,0.0040 æg/L,Y,Y,0.0051,90007,Well 18,EP001,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3610024,HESPERIA WD,PFOS,0.0040 æg/L,Y,Y,0.0056,90007,Well 18,EP001,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3610024,HESPERIA WD,PFOS,0.0040 æg/L,Y,Y,0.005,90016,Well 32,EP001,Entry Point to Dist. System,L,GW,EP,Region 9,CA
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,PFOA,0.0040 æg/L,Y,Y,0.015,00051,CA3610034_051_051,CDAIITURNOUT,CDA II TURNOUT (DIRECT),L,GW,EP,Region 9,CA
CA3610037,REDLANDS CITY MUD-WATER DIV,PFOS,0.0040 æg/L,Y,Y,0.0054,90053,Well 38,3610037053,Well 38,L,GW,EP,Region 9,CA
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.0077,20001,Sampling Station,EP001,Well #1a,S,GW,EP,Region 9,CA
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.012,20001,Sampling Station,EP001,Well #1a,S,GW,EP,Region 9,CA
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.011,20002,Sampling Station,EP002,Well #4a,S,GW,EP,Region 9,CA
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.021,20002,Sampling Station,EP002,Well #4a,S,GW,EP,Region 9,CA
CA3910004,"LODI, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.0057,91817,Well 9,3910004817,Well 9 Treated,L,GW,EP,Region 9,CA
CA3910004,"LODI, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0051,91820,Well 14,3910004820,Well 14 Treated,L,GW,EP,Region 9,CA
CA3910015,CITY OF LATHROP,PFOS,0.0040 æg/L,Y,Y,0.015,00001,Louise Avenue WTF,3910015019,LAWTF Combined Treated,L,GW,EP,Region 9,CA
CA4010002,ATASCADERO MUTUAL WATER CO,PFOA,0.0040 æg/L,Y,Y,0.0079,91824,Treatment Building C,4010002024,EP #53 - Treatment Building C,L,GW,EP,Region 9,CA
CA4010002,ATASCADERO MUTUAL WATER CO,PFOS,0.0040 æg/L,Y,Y,0.022,91824,Treatment Building C,4010002024,EP #53 - Treatment Building C,L,GW,EP,Region 9,CA
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,PFOA,0.0040 æg/L,Y,Y,0.012,10021,South Bay Upper Aquifer Treated,EP021,South Bay Upper Aquifer Treated,S,GW,EP,Region 9,CA
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0059,10021,South Bay Upper Aquifer Treated,EP021,South Bay Upper Aquifer Treated,S,GW,EP,Region 9,CA
CA4010832,ATASCADERO STATE HOSPITAL,Hazard Index (HI),1 (unitless),Y,Y,2,10004,WELL 04 - TRT CL,EP8,Sample Tap - WELL 04 - TRT CL,S,GW,EP,Region 9,CA
CA4010832,ATASCADERO STATE HOSPITAL,PFHxS,0.01 æg/L,Y,Y,0.02,10004,WELL 04 - TRT CL,EP8,Sample Tap - WELL 04 - TRT CL,S,GW,EP,Region 9,CA
CA4010832,ATASCADERO STATE HOSPITAL,PFOS,0.0040 æg/L,Y,Y,0.019,10004,WELL 04 - TRT CL,EP8,Sample Tap - WELL 04 - TRT CL,S,GW,EP,Region 9,CA
CA4510005,CITY OF REDDING,PFOA,0.0040 æg/L,Y,Y,0.014,91803,EW03,EW803,EW03,L,GW,EP,Region 9,CA
CA4510005,CITY OF REDDING,PFOS,0.0040 æg/L,Y,Y,0.011,91803,EW03,EW803,EW03,L,GW,EP,Region 9,CA
CA4810008,CITY OF VACAVILLE,PFOS,0.0040 æg/L,Y,Y,0.0099,91811,Well 5,4810008811,EP #17 - Well 5 Treated,L,GW,EP,Region 9,CA
CA4910012,"SONOMA, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.0051,91806,Well 2 TP,4910012806,EP #9 - Well 2 Treated,L,GW,EP,Region 9,CA
CA5010010,"MODESTO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0055,91901,Well 269,5010010901,EP for Wells 269 & 267,L,GW,EP,Region 9,CA
CA5010010,"MODESTO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0072,91930,Well 65,5010010930,EP for Well 65,L,GW,EP,Region 9,CA
CA5010010,"MODESTO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0061,91935,Well 42,5010010935,EP for Well 42,L,GW,EP,Region 9,CA
CA5010010,"MODESTO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0046,91936,Well 259,5010010936,EP for Well 259,L,GW,EP,Region 9,CA
CA5410010,"PORTERVILLE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0046,91806,Well C-26,5410010806,EP #80 - Well C-26 Treated,L,GW,EP,Region 9,CA
CA5410010,"PORTERVILLE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.006,91820,Well C-18,5410010820,EP #65 - Well C-18 Treated,L,GW,EP,Region 9,CA
CA5410010,"PORTERVILLE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.012,91821,Well C-19,5410010821,EP #64 - Well C-19 Treated,L,GW,EP,Region 9,CA
CA5410010,"PORTERVILLE, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.021,91822,Well C-20,5410010822,EP #63 - Well C-20 Treated,L,GW,EP,Region 9,CA
CA5410010,"PORTERVILLE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.017,91822,Well C-20,5410010822,EP #63 - Well C-20 Treated,L,GW,EP,Region 9,CA
CA5410010,"PORTERVILLE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0055,91829,Well L-7,5410010829,EP #55 - Well L-7 Treated,L,GW,EP,Region 9,CA
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,PFOA,0.0040 æg/L,Y,Y,0.0044,101,Calleguas,EP001,1863 Sample Station,S,SW,EP,Region 9,CA
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,PFOA,0.0040 æg/L,Y,Y,0.0083,102,PVMWC Wells,EP002,2411 Ponderosa Sampling Station,S,MX,EP,Region 9,CA
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,PFOS,0.0040 æg/L,Y,Y,0.0049,102,PVMWC Wells,EP002,2411 Ponderosa Sampling Station,S,MX,EP,Region 9,CA
CA5610063,CAMROSA WATER DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0085,90010,"Conejo Wells 2, 3 & SR8",5610063010,"Conejo Wells 2, 3 & SR8 Treated",L,GW,EP,Region 9,CA
CO0101157,TODD CREEK VILLAGE MD,PFOS,0.0040 æg/L,Y,Y,0.0054,003,MEMBRANE PLANT,003,ENTRY POINT,S,GU,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,Hazard Index (HI),1 (unitless),Y,Y,2,016T,Chlorinator for JHW2R,016T,Entry Point,L,GW,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,PFHxS,0.01 æg/L,Y,Y,0.02,016T,Chlorinator for JHW2R,016T,Entry Point,L,GW,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,Hazard Index (HI),1 (unitless),Y,Y,3,00017,Well JHW4,017T,Entry Point to Dist. System,L,GW,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,PFHxS,0.01 æg/L,Y,Y,0.03,00017,Well JHW4,017T,Entry Point to Dist. System,L,GW,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,PFOA,0.0040 æg/L,Y,Y,0.01,00017,Well JHW4,017T,Entry Point to Dist. System,L,GW,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,PFOS,0.0040 æg/L,Y,Y,0.008,00017,Well JHW4,017T,Entry Point to Dist. System,L,GW,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,PFOA,0.0040 æg/L,Y,Y,0.008,90013,Chlorinator for JHW5R Well,013T,Entry Point,L,GW,EP,Region 8,CO
CO0121900,WIDEFIELD WSD,PFOS,0.0040 æg/L,Y,Y,0.012,90013,Chlorinator for JHW5R Well,013T,Entry Point,L,GW,EP,Region 8,CO
CO0159105,SNAKE RIVER WD,PFOS,0.0040 æg/L,Y,Y,0.018,018,BASE III WATER TREATMENT PLANT,018,BASE III Entry Point Sample Tap,S,GW,EP,Region 8,CO
CT0090011,BETHEL WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0057,10001,BETHEL WATER DEPT WELLS,WELL1,EP - MAPLE AVE WELLS,S,GW,EP,Region 1,CT
CT0170011,BRISTOL WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0041,00703,"Mix St Wells 3, 4, & 5",3,Entry Point,L,GW,EP,Region 1,CT
CT0230011,CTWC - NAUGATUCK REG-COLLINSVILLE SYS,PFOA,0.0040 æg/L,Y,Y,0.0047,58937,Interconnection - Avon,4,Interconnect,S,GW,EP,Region 1,CT
CT0230011,CTWC - NAUGATUCK REG-COLLINSVILLE SYS,PFOS,0.0040 æg/L,Y,Y,0.0054,58937,Interconnection - Avon,4,Interconnect,S,GW,EP,Region 1,CT
CT0280011,COLCHESTER SEWER & WATER COMMISSION,PFOS,0.0040 æg/L,Y,Y,0.0081,36,COLCHESTER SEWER & WATER COMMISSION,3,EP - WELL #4 TP,S,GW,EP,Region 1,CT
